2025-09-16 00:21:42 | Entitet_1 | 4736
2025-09-16 00:21:46 | Entitet_1 | 18064
2025-09-16 00:21:52 | Entitet_1 | 15181
2025-09-16 00:29:40 | Entitet_0 | 0
2025-09-16 00:29:45 | Entitet_0 | 19530
2025-09-16 00:29:59 | Entitet_0 | 3837
2025-09-16 00:30:04 | Entitet_1 | 10226
2025-09-16 00:30:11 | Entitet_1 | 12039
2025-09-16 00:30:15 | Entitet_1 | 8344
2025-09-16 00:30:20 | Entitet_1 | 18360
2025-09-16 00:30:26 | Entitet_0 | 10627
2025-09-16 00:30:32 | Entitet_1 | 19586
2025-09-16 00:30:36 | Entitet_1 | 13051
2025-09-16 00:30:40 | Entitet_0 | 18921
2025-09-16 00:30:45 | Entitet_1 | 4921
2025-09-16 00:30:51 | Entitet_1 | 8310
2025-09-16 00:30:51 | Entitet_1 | 18726
2025-09-16 00:30:55 | Entitet_0 | 20266
2025-09-16 00:30:56 | Entitet_0 | 16090
2025-09-16 00:31:00 | Entitet_1 | 20065
2025-09-16 00:31:01 | Entitet_0 | 9928
2025-09-16 00:31:05 | Entitet_1 | 19995
2025-09-16 00:31:07 | Entitet_1 | 15339
2025-09-16 00:31:10 | Entitet_1 | 6580
2025-09-16 00:31:13 | Entitet_0 | 6003
2025-09-16 00:31:14 | Entitet_0 | 17982
2025-09-16 00:31:18 | Entitet_1 | 17729
2025-09-16 00:31:19 | Entitet_1 | 13990
2025-09-16 00:31:21 | Entitet_0 | 18468
2025-09-16 00:31:24 | Entitet_1 | 19460
2025-09-16 00:31:28 | Entitet_0 | 11593
2025-09-16 00:31:31 | Entitet_0 | 15108
2025-09-16 00:31:33 | Entitet_1 | 8075
2025-09-16 00:31:37 | Entitet_0 | 20310
2025-09-16 00:31:38 | Entitet_0 | 19815
2025-09-16 00:31:42 | Entitet_1 | 15977
2025-09-16 00:31:43 | Entitet_1 | 3589
2025-09-16 00:31:45 | Entitet_0 | 11411
2025-09-16 00:31:46 | Entitet_1 | 9591
2025-09-16 00:31:49 | Entitet_1 | 9492
2025-09-16 00:31:49 | Entitet_0 | 11425
2025-09-16 00:31:52 | Entitet_1 | 10441
2025-09-16 00:31:54 | Entitet_0 | 15129
2025-09-16 00:31:57 | Entitet_1 | 9853
2025-09-16 00:32:01 | Entitet_0 | 15204
2025-09-16 00:32:02 | Entitet_1 | 19472
2025-09-16 00:32:05 | Entitet_1 | 9073
2025-09-16 00:32:05 | Entitet_0 | 18540
2025-09-16 00:32:09 | Entitet_0 | 6132
2025-09-16 00:32:11 | Entitet_0 | 7566
2025-09-16 00:32:13 | Entitet_1 | 18648
2025-09-16 00:32:14 | Entitet_0 | 16055
2025-09-16 00:32:18 | Entitet_1 | 18125
2025-09-16 00:32:19 | Entitet_1 | 15679
2025-09-16 00:32:22 | Entitet_1 | 5666
2025-09-16 00:32:23 | Entitet_0 | 7477
2025-09-16 00:32:27 | Entitet_0 | 14944
2025-09-16 00:32:30 | Entitet_0 | 10030
2025-09-16 00:32:30 | Entitet_0 | 8070
2025-09-16 00:32:34 | Entitet_1 | 13557
2025-09-16 00:32:35 | Entitet_0 | 3629
2025-09-16 00:32:38 | Entitet_1 | 8319
2025-09-16 00:32:40 | Entitet_0 | 6298
2025-09-16 00:32:44 | Entitet_1 | 5390
2025-09-16 00:32:45 | Entitet_1 | 4445
2025-09-16 00:32:48 | Entitet_0 | 15487
2025-09-16 00:32:49 | Entitet_1 | 10213
2025-09-16 00:32:53 | Entitet_0 | 13419
2025-09-16 00:32:55 | Entitet_0 | 17645
2025-09-16 00:32:59 | Entitet_1 | 13651
2025-09-16 00:33:02 | Entitet_0 | 18537
2025-09-16 00:33:03 | Entitet_1 | 17182
2025-09-16 00:33:08 | Entitet_0 | 3821
2025-09-16 00:33:09 | Entitet_0 | 11697
2025-09-16 00:33:14 | Entitet_1 | 9053
2025-09-16 00:33:15 | Entitet_1 | 12142
2025-09-16 00:33:20 | Entitet_1 | 17931
2025-09-16 00:33:21 | Entitet_1 | 7137
2025-09-16 00:33:24 | Entitet_1 | 20153
2025-09-16 00:33:24 | Entitet_0 | 15694
2025-09-16 00:33:27 | Entitet_1 | 3286
2025-09-16 00:33:31 | Entitet_0 | 5560
